stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type
QsteKrle,QsteKrle,PADI BRITANNIA,13.09818,80.18068,0
UtwZFZsx,UtwZFZsx,MANNURPET,13.09816,80.1752,0
wrsPDGBQ,wrsPDGBQ,AMBATTUR INDUSTRIAL ESTATE,13.09972,80.17032,0
RinxBkUZ,RinxBkUZ,AMBATTUR TI MILLER,13.10393,80.15644,0
YJykDsrc,YJykDsrc,AMBATTUR INDUSTRIAL ESTATE,13.09979,80.17032,0
fcSUqaEW,fcSUqaEW,MANNURPET,13.09824,80.17514,0
isWzWnoW,isWzWnoW,PADI BRITANNIA,13.09825,80.18067,0
yLFlKjKg,yLFlKjKg,PADI LUCAS T.V.S,13.10125,80.18982,0
qGnNRXVR,qGnNRXVR,ANNA NAGAR WEST DEPOT,13.09402,80.19874,0
TcEVvOUM,TcEVvOUM,THIRUMANGALAM,13.09076,80.19876,0
udNzSSji,udNzSSji,AMINJIKARAI POLICE STATION,13.0818,80.21797,0
qMoZNsgo,qMoZNsgo,ANNA SIDDHA HOSPITAL,13.07777,80.21802,0
93718cc9682db34305c8d9f76578e54d,93718cc9682db34305c8d9f76578e54d,AMPA SKYWALK,13.07398,80.22096,0
WSTcrrBn,WSTcrrBn,METHA NAGAR,13.06798,80.22683,0
fSmTHZJS,fSmTHZJS,NUNGAMBAKKAM RAILWAY STATION,13.06658,80.23144,0
CpnDMnJS,CpnDMnJS,NUNGAMBAKKAM LOYALA COLLEGE,13.06453,80.23503,0
New27,New27,NUNGAMBAKKM I.D.M,13.06746,80.25369,0
scMjdKXM,scMjdKXM,MOUNT ROAD POST OFFICE,13.06633,80.26875,0
iFgeXSsz,iFgeXSsz,QUAID E MILLATH ARTS COLLEGE,13.06319,80.262,0
DvaIywQB,DvaIywQB,ETHIRAJ COLLEGE,13.06436,80.2591,0
CZfJWCoJ,CZfJWCoJ,WOMENS CHRISTIAN COLLEGE NUNGAMBAKKAM,13.06781,80.24846,0
ZiXLRWhW,ZiXLRWhW,STERLING ROAD,13.06551,80.24203,0
05bbb5fb849060a71b6eac5b2325e6c1,05bbb5fb849060a71b6eac5b2325e6c1,AMPA SKYWALK,13.07438,80.22046,0
SgSmBRUr,SgSmBRUr,PADI YADHAVA STREET,13.09928,80.18485,0
21aeb6cb1fec38f014ca3c380a2d42a8,21aeb6cb1fec38f014ca3c380a2d42a8,AMBATTUR INDUSTRIAL ESTATE B.T,13.09974,80.17014,0
bba0bdce5d7359aed78f365aef3e7572,bba0bdce5d7359aed78f365aef3e7572,AMBATTUR TELEPHONE EXCHANGE,13.10132,80.16247,0
b8dbbcf8ad534cd46bb45fef9c6de1e1,b8dbbcf8ad534cd46bb45fef9c6de1e1,AMBATTUR O.T B.T,13.1197,80.14984,0
f57a66fb7b3a1d79c9988b72e34c0ead,f57a66fb7b3a1d79c9988b72e34c0ead,THIRUMANGALAM,13.08541,80.20041,0
JYrrjUtU,JYrrjUtU,AMPA SKYWALK,13.0749,80.21935,0
xGsoSfhX,xGsoSfhX,ROHINI THEATRE,13.07509,80.19556,0
ozuppJDT,ozuppJDT,METTUKULAM,13.07415,80.19233,0
YULSfngF,YULSfngF,NERKUNDRAM,13.07154,80.18649,0
UUCrlfWg,UUCrlfWg,NERKUNDRAM VENGAYA MANDI,13.06981,80.18167,0
eXTjiXiW,eXTjiXiW,MADURAVOYAL RATION SHOP,13.06681,80.17524,0
xQSKBJml,xQSKBJml,MADURAVOYAL POST OFFICE,13.06432,80.17154,0
SwLVnWPq,SwLVnWPq,MADURAVOYAL MARKET,13.06288,80.16699,0
oiYuCTCe,oiYuCTCe,MADURAVOYAL ERIKARAI,13.06118,80.1645,0
MkXEUCdM,MkXEUCdM,VAANAGARAM,13.06041,80.15497,0
rSdxnGDj,rSdxnGDj,VANAGARAM KUMAR THEATER,13.06191,80.1497,0
otuYkIZd,otuYkIZd,VELAPPANCHAVADI,13.06108,80.13856,0
ygVaThfM,ygVaThfM,PERUMAL NAGAR JUNCTION,13.06582,80.13765,0
kLfGGOkq,kLfGGOkq,PERUMALAGARAM,13.06669,80.13588,0
HMiMHaRv,HMiMHaRv,THIRUVERKADU MGR NAGAR,13.06763,80.12936,0
New165,New165,THIRUVERKADU  PALLAVAN NAGAR,13.06779,80.12965,0
CoFyQOTC,CoFyQOTC,THIRUVERKADU GURIMEDAI,13.06836,80.12602,0
jnDfAorM,jnDfAorM,THIRUVERKADU B.T,13.06932,80.12397,0
mvZTxord,mvZTxord,AYYAPPAN MADAM,13.07227,80.11552,0
FSklzHpQ,FSklzHpQ,AYYAPPAN MADAM,13.07228,80.11552,0
rcsEeYnc,rcsEeYnc,THIRUVERKADU GURIMEDAI,13.06826,80.12654,0
RSRIdzBF,RSRIdzBF,THIRUVERKADU MGR NAGAR,13.06764,80.1295,0
buRRNGGe,buRRNGGe,PERUMAL NAGAR JUNCTION,13.06573,80.13769,0
CheNYOmP,CheNYOmP,VELAPPANCHAVADI,13.06139,80.13888,0
ocwJSpah,ocwJSpah,VANAGARAM KUMAR THEATER,13.0622,80.14978,0
VbpBVdde,VbpBVdde,VAANAGARAM,13.06071,80.1552,0
VTHwomVj,VTHwomVj,MADURAVOYAL ERIKARAI,13.06138,80.16448,0
bsQVAuyn,bsQVAuyn,MADURAVOYAL MARKET,13.06326,80.16712,0
pygvGZaF,pygvGZaF,MADURAVOYAL POST OFFICE,13.0647,80.17192,0
gnmwaIOJ,gnmwaIOJ,MADURAVOYAL RATION SHOP,13.06692,80.17516,0
nCsqpnJo,nCsqpnJo,NERKUNDRAM VENGAYA MANDI,13.07003,80.18153,0
owFNQNZv,owFNQNZv,NERKUNDRAM,13.07141,80.18551,0
RjtzWJgw,RjtzWJgw,METTUKULAM,13.07424,80.19249,0
xiCfcAgb,xiCfcAgb,ROHINI THEATRE,13.07529,80.19584,0
New48,New48,ARUMBAKKAM,13.07619,80.20209,0
43,43,DASAPRAKASH,12.549663,80.143925,0
181,181,TAYLORS ROAD,12.549663,80.143925,0
10,10,AMINJIKARAI,12.549663,80.143925,0
124,124,D.G VAISHNAV COLLEGE,12.549663,80.143925,0
18,18,ARUMBAKKAM,12.549663,80.143925,0
130,130,NERKUNDRAM,12.549663,80.143925,0
106,106,MADURAVOYAL MARKET,12.549663,80.143925,0
208,208,VANAGARAM,12.549663,80.143925,0
212,212,VELAPPANCHAVADI,12.549663,80.143925,0
190,190,THIRUVERKADU,12.549663,80.143925,0
22cad1a98a607dd874246147c01da58d,22cad1a98a607dd874246147c01da58d,ARUMBAKKAM,13.07650832,80.20421934,0
XnPpfSyF,XnPpfSyF,VELAPPANCHAVADI ACS MEDICAL COLLEGE,13.05747,80.12831,0
MnTeelLR,MnTeelLR,POONAMALLEE SAVEETHA HOSPITAL,13.05322,80.12375,0
cvCJiZVm,cvCJiZVm,KUMANANCHAVADI,13.04389,80.11533,0
UtzkRwuC,UtzkRwuC,KAMATCHIAMMAM NAGAR GANGAI AMMAN TEMPLE,13.0381,80.11318,0
ZzqCYjTC,ZzqCYjTC,MANGADU,13.03183,80.11121,0
bYKKzRQT,bYKKzRQT,KOZHUMANIVAKKAM,13.02237,80.10678,0
qVxAOUMG,qVxAOUMG,KOZHUMANIVAKKAM MUTHUKUMARAN HOSPITAL,13.01985,80.10447,0
RMvkOcpU,RMvkOcpU,SIKKARAYAPURAM,13.018,80.10279,0
neCsPoxX,neCsPoxX,SIVANTHANGAL,13.01212,80.1024,0
hNvVhacI,hNvVhacI,KOLACHERY,13.00652,80.10043,0
RTnwKdcX,RTnwKdcX,KUNDRATHUR ROAD JUNCTION,13.00368,80.09959,0
MhxjGQjy,MhxjGQjy,THANDALAM SHRI NAGATHAMAN TEMPLE,13.00017,80.09759,0
UgzfanVk,UgzfanVk,KUNDRATHUR B.T,12.99709,80.0964,0
OMhVSsxv,OMhVSsxv,THERADI,12.99884,80.09681,0
SDEQaVyD,SDEQaVyD,THANDALAM SHRI NAGATHAMAN TEMPLE,13.00015,80.09744,0
bjPEDqek,bjPEDqek,SIVANTHANGAL,13.01223,80.10227,0
PrwDPVMa,PrwDPVMa,SIKKARAYAPURAM,13.01805,80.10276,0
BKywSEpu,BKywSEpu,KOZHUMANIVAKKAM MUTHUKUMARAN HOSPITAL,13.01992,80.10435,0
QVFxizLc,QVFxizLc,KOZHUMANIVAKKAM,13.02254,80.1068,0
AudzmzeZ,AudzmzeZ,PATTUR KOOT ROAD,13.02678,80.11059,0
xMTNzVPt,xMTNzVPt,MANGADU,13.03181,80.11116,0
sxclJLmG,sxclJLmG,KAMATCHIAMMAM NAGAR GANGAI AMMAN TEMPLE,13.03806,80.1131,0
PNUwxzRj,PNUwxzRj,KUMANANCHAVADI,13.04393,80.11529,0
JXJZtHSD,JXJZtHSD,POONAMALLEE SAVEETHA HOSPITAL,13.05348,80.12374,0
xYUjBvzT,xYUjBvzT,VELAPPANCHAVADI ACS MEDICAL COLLEGE,13.05809,80.12887,0
f32204bc3c20946f7d91df03b9e31fba,f32204bc3c20946f7d91df03b9e31fba,ARUMBAKKAM,13.07628,80.20198,0
9eb873c579525599707c10d5f1c4092c,9eb873c579525599707c10d5f1c4092c,MADUVANKARAI,13.00458,80.21236,0
mhgPTzcZ,mhgPTzcZ,KATHIPARA,13.00741,80.20166,0
bOiSLYGO,bOiSLYGO,BUTT ROAD,13.00733,80.19714,0
uXKxCjNA,uXKxCjNA,RAMAPURAM MILITARY QUATERS,13.01077,80.19563,0
YzgNCqsj,YzgNCqsj,CONTONMENT CEMETERY,13.01456,80.19307,0
rBCwdRqs,rBCwdRqs,TRADE CENTRE NANDAMBAKKAM,13.01655,80.18991,0
cwgbfpqq,cwgbfpqq,RAMAPURAM MIOT HOSPITAL,13.02058,80.18443,0
nsbHlbAq,nsbHlbAq,DLF OR L AND T,13.02371,80.17878,0
mTfuYAvy,mTfuYAvy,RAMAPURAM MOON LIGHT,13.02531,80.17585,0
WhHfbZWj,WhHfbZWj,MUGALIVAKKAM,13.02946,80.1684,0
XCsMJVNe,XCsMJVNe,MUGALIVAKKAM A.G.S.OFFICER'S COLONY,13.02093,80.1615,0
119,119,MUGALIVAKKAM AGSCO,12.549663,80.143925,0
118,118,MUGALIVAKKAM,12.549663,80.143925,0
154,154,RAMAPURAM,12.549663,80.143925,0
23,23,BUTT ROAD,12.549663,80.143925,0
fMrlznIn,fMrlznIn,NANDAMBAKKAM TRADE CENTRE,13.01675,80.18922,0
lsBVGYKC,lsBVGYKC,PORUR SHAKTHI NAGAR,13.03147,80.16486,0
eyAJPdep,eyAJPdep,GOPALA KRISHNA THEATRE,13.03396,80.16041,0
018fa7291e5e4319441650124d5f206e,018fa7291e5e4319441650124d5f206e,PORUR JUNCTION,13.03465,80.15611,0
nzTRQfUi,nzTRQfUi,KATTUPAKKAM,13.0409,80.12789,0
624e0146067823bb982f58dcf4ea5c78,624e0146067823bb982f58dcf4ea5c78,KUMANANCHAVADI,13.04494,80.11559,0
rnFrOJMw,rnFrOJMw,KARAYANCHAVADI,13.04652,80.11116,0
funWfCdm,funWfCdm,POONAMALLEE KALLARAI,13.04916,80.10573,0
CEZTRnUo,CEZTRnUo,POONAMALLEE GOVERNMENT HOSPITAL,13.05022,80.09929,0
qflzswAf,qflzswAf,POONAMALLEE B.T,13.05177,80.09496,0
pbzudprk,pbzudprk,POONAMALLEE GOVERNMENT HOSPITAL,13.05031,80.09943,0
KDdzRmow,KDdzRmow,POONAMALLEE KALLARAI,13.04935,80.1056,0
UVIVXUaJ,UVIVXUaJ,KARAYANCHAVADI,13.04625,80.11201,0
owqgejgM,owqgejgM,KUMANANCHAVADI,13.04505,80.11561,0
uaQvVFAB,uaQvVFAB,KATTUPAKKAM,13.04072,80.1286,0
taPJzyhF,taPJzyhF,IYYAPPANTHANGAL BUS TERMINUS,13.03795,80.13578,0
dCWftKsk,dCWftKsk,PORUR JUNCTION,13.03461,80.15652,0
eusqYKWT,eusqYKWT,PORUR SHAKTHI NAGAR,13.03153,80.16505,0
HezLsNFQ,HezLsNFQ,MUGALIVAKKAM,13.02916,80.16925,0
hpCuKAjH,hpCuKAjH,DLF OR L AND T,13.02384,80.17891,0
olAnplnl,olAnplnl,RAMAPURAM MIOT HOSPITAL,13.02078,80.18446,0
0cc4933b3f3989404a8f5c492ba6018d,0cc4933b3f3989404a8f5c492ba6018d,CONTONMENT CEMETERY,13.01454,80.19334,0
99,99,KUMANANCHAVADI,12.549663,80.143925,0
147,147,POONAMALLEE B.T,12.549663,80.143925,0
LLvlNCEB,LLvlNCEB,ROYAPETTAH MUSIC ACADEMY,13.04665,80.26063,0
sDgMDbLK,sDgMDbLK,CIT COLONY,13.03915,80.25756,0
cmGUMIAA,cmGUMIAA,CP RAMASAMY ROAD,13.03503,80.25709,0
faYOimYm,faYOimYm,KALIYAPPA HOSPITAL RAJA ANNAMALAI PURAM,13.02717,80.25441,0
hCbDNPhh,hCbDNPhh,THARAMANI ASCENDAS IT PARK,12.98622,80.2467,0
kzneBolb,kzneBolb,TARAMANI B.T,12.98549,80.24056,0
173,173,SRINIVASAPURAM,12.549663,80.143925,0
bda01e495d3181595dd3f5dcb1092811,bda01e495d3181595dd3f5dcb1092811,SATHYA STUDIO,13.01603,80.25964,0
MAwbjJfJ,MAwbjJfJ,BESENT NAGAR RBI QUARTERS,12.99605,80.26439,0
LoadLeSC,LoadLeSC,VANNANDURAI,12.99623,80.26277,0
gyQqEnFq,gyQqEnFq,THIRUVANMIYUR B.T,12.98682,80.25975,0
aee27ab7c424054f755b6f052e4ccfc0,aee27ab7c424054f755b6f052e4ccfc0,THIRUVANMIYUR B.T,12.98734,80.25917,0
75e7377808280f4f65739a465fc4ddc5,75e7377808280f4f65739a465fc4ddc5,ADYAR SHASTRI NAGAR,12.99686,80.25934,0
5d7656f93adca1b1dcc0fb1e88ecfa3f,5d7656f93adca1b1dcc0fb1e88ecfa3f,BESANT NAGAR B.T,13.00025,80.26683,0
LccdLENM,LccdLENM,PATTINAMBAKKAM KUIL THOPPU,13.02964,80.27673,0
rqBqDfoZ,rqBqDfoZ,PERIYAMEDU,13.08397,80.27044,0
gDnuvefz,gDnuvefz,MADRAS VETERINARY HOSPITAL,13.08541,80.26517,0
SjZGieDS,SjZGieDS,DOVETON,13.08645,80.25686,0
tglFZOrp,tglFZOrp,MOTCHAM THEATRE OR GRT,13.08585,80.25017,0
CcTUkfkl,CcTUkfkl,KELLYS,13.0857,80.24658,0
rClMLArS,rClMLArS,KILPAUK MUMMY DADDY,13.08262,80.24213,0
mZseJHmU,mZseJHmU,KILPAUK GARDEN,13.08229,80.23368,0
qKDzyFqg,qKDzyFqg,KILPAUK GARDEN BALA VIHAR,13.08252,80.23148,0
JAAaPyFS,JAAaPyFS,JJ NAGAR EAST FIRE STATION,13.08485,80.18756,0
lJqgGNIr,lJqgGNIr,JJ NAGAR EAST MASUDI,13.08106,80.18442,0
f48d27147ed3be333bf1a5712bc670ad,f48d27147ed3be333bf1a5712bc670ad,JJ NAGAR EAST,13.0806,80.18073,0
lOxXZcFl,lOxXZcFl,JJ NAGAR EAST MASUDI,13.08107,80.18446,0
KMyppKEi,KMyppKEi,JJ NAGAR EAST FIRE STATION,13.08488,80.18755,0
qVoRAqeW,qVoRAqeW,KILPAUK GARDEN BALA VIHAR,13.08315,80.2299,0
NZGnRwVn,NZGnRwVn,KILPAUK GARDEN,13.08344,80.23312,0
MzWshIAL,MzWshIAL,KILPAUK MUMMY DADDY,13.08297,80.24176,0
dbODevdQ,dbODevdQ,KELLYS,13.08581,80.24665,0
upZFxFqB,upZFxFqB,PURASAIWAKKAM MADHARSHA,13.08575,80.25177,0
qvujbmjR,qvujbmjR,PURASAIVAKKAM TANK,13.08559,80.25375,0
OWkTamRc,OWkTamRc,VEPERY POLICE STATION,13.08729,80.25861,0
aVjdmBcp,aVjdmBcp,MADRAS VETERINARY HOSPITAL,13.08524,80.26685,0
FDPmqphv,FDPmqphv,PERIYAMEDU,13.0837,80.27064,0
45,45,DOVETON,12.549663,80.143925,0
88,88,KELLYS,12.549663,80.143925,0
90,90,KILPAUK GARDEN,12.549663,80.143925,0
12,12,ANNA NAGAR ROUNTANA,12.549663,80.143925,0
185,185,THIRUMANGALAM,12.549663,80.143925,0
52,52,FIRE STATION,12.549663,80.143925,0
71,71,J.J.NAGAR EAST,12.549663,80.143925,0
c9565926747919b76a7863e77a7f3144,c9565926747919b76a7863e77a7f3144,KILPAUK GARDEN,13.0836,80.23483,0
kueIUJls,kueIUJls,M.G.R SALAI,13.08551,80.16993,0
XGJiqzLW,XGJiqzLW,J.J NAGAR WEST B.T,13.08259,80.17027,0
NioHjTzW,NioHjTzW,M.G.R SALAI,13.08538,80.16989,0
pKTlpooZ,pKTlpooZ,WAVIN,13.08861,80.17188,0
6e723de1bb45c02220ed62017e06112b,6e723de1bb45c02220ed62017e06112b,KELLYS,13.08514,80.24548,0
mKIQRbrs,mKIQRbrs,DOVETON,13.087,80.25787,0
68b83a00e97e59198f48bad2a83426f7,68b83a00e97e59198f48bad2a83426f7,BROADWAY,13.08714,80.28367,0
117,117,MOULIVAKKAM BAI KADAI,12.549663,80.143925,0
142,142,PERIYAPANICHERI,12.549663,80.143925,0
97,97,KOVUR,12.549663,80.143925,0
bb2fb900ac30a56e38ee93ca93bf4667,bb2fb900ac30a56e38ee93ca93bf4667,RAMAPURAM MIOT HOSPITAL,13.02065,80.1844,0
gGjwcdJB,gGjwcdJB,PORUR JUNCTION,13.03429,80.15571,0
wyEQXfIU,wyEQXfIU,PORUR E B OFFICE,13.03063,80.15295,0
FCsbIOBe,FCsbIOBe,VIGNESHWARA NAGAR PORUR,13.02812,80.15128,0
aWNaUdzp,aWNaUdzp,MADHANANDAPURAM,13.02301,80.14659,0
8a45938f50057ae702a319f1616ecb60,8a45938f50057ae702a319f1616ecb60,MOULIVAKKAM BAI KADAI,13.02053,80.14408,0
ciAbSxQX,ciAbSxQX,MOULIVAKKAM L&T,13.01915,80.14262,0
TEKQTTfp,TEKQTTfp,GERUGAMBAKKAM,13.01542,80.13653,0
YzXnYVPd,YzXnYVPd,PERIYAPANICHERI,13.01252,80.13198,0
YzEQqMkN,YzEQqMkN,KOVUR R J C C CHURCH,13.01145,80.12676,0
ZuDlysuz,ZuDlysuz,CHEKKADY,13.01099,80.12384,0
49d776292809a58e7300cecb2b6cabcd,49d776292809a58e7300cecb2b6cabcd,KOVUR GOVERMENT SCHOOL,13.00999,80.11991,0
qoWOoICL,qoWOoICL,KOVUR E B OFFICE,13.01057,80.11451,0
296c9de1a977d82f1f94106a406d0b20,296c9de1a977d82f1f94106a406d0b20,MADHA HOSPITAL AND COLLEGE,13.00717,80.11269,0
0e19cdf662a0dc9127fd3e9255e79e98,0e19cdf662a0dc9127fd3e9255e79e98,MOONDRAM KATTALAI,13.00542,80.10941,0
6091ee9a10c129348461c4833c316653,6091ee9a10c129348461c4833c316653,KUNDRATHUR ROAD JUNCTION,13.00355,80.0999,0
mhYSfvAq,mhYSfvAq,THERADI,12.99884,80.09681,0
e49dc36f040217a6f60e9fb1fb381467,e49dc36f040217a6f60e9fb1fb381467,KUNDRATHUR B.T,12.99742,80.09631,0
JGAJXRSN,JGAJXRSN,KUNDRATHUR ROAD JUNCTION,13.0036,80.09983,0
jappmlZc,jappmlZc,MOONDRAM KATTALAI,13.00548,80.1094,0
GznDzxNt,GznDzxNt,MADHA HOSPITAL AND COLLEGE,13.00721,80.11264,0
nxFmOJAJ,nxFmOJAJ,KOVUR E B OFFICE,13.01024,80.11445,0
f96e9ea39e4bbbeaf8972014c4cd5039,f96e9ea39e4bbbeaf8972014c4cd5039,KOVUR,13.01007,80.11983,0
fjFZwaYy,fjFZwaYy,CHEKKADY,13.01099,80.12372,0
TcOgoqIO,TcOgoqIO,KOVUR R J C C CHURCH,13.01151,80.12686,0
cfrRCwNB,cfrRCwNB,PERIYAPANICHERI,13.01256,80.13165,0
YcrsfAeA,YcrsfAeA,GERUGAMBAKKAM,13.01557,80.13667,0
KCvWJpxq,KCvWJpxq,MOULIVAKKAM L&T,13.01918,80.14255,0
qOuhMtTj,qOuhMtTj,MOULIVAKKAM BAI KADAI,13.0206,80.14407,0
xOhGqygU,xOhGqygU,MADHANANDAPURAM,13.02243,80.14593,0
aUZoPZMc,aUZoPZMc,VIGNESHWARA NAGAR PORUR,13.02831,80.15132,0
CSzsuVOH,CSzsuVOH,PORUR E B OFFICE,13.03093,80.15306,0
5258ad4f4325eb4cca0089e5960cf0a1,5258ad4f4325eb4cca0089e5960cf0a1,CONTONMENT CEMETERY,13.01469,80.1936,0
2f14274ae711f0427a8cdd56f78f0d63,2f14274ae711f0427a8cdd56f78f0d63,BUTT ROAD,13.0138,80.20402,0
54,54,FORT STATION,12.549663,80.143925,0
f9e72ab5c5a553e7019556cb9990b4d8,f9e72ab5c5a553e7019556cb9990b4d8,MYLAPORE VMC STREET,13.04446,80.26837,0
8fc32d73e4e2b29ad31afb869dceb633,8fc32d73e4e2b29ad31afb869dceb633,MANDAVELI B.T,13.02706,80.25663,0
UwPVTdeZ,UwPVTdeZ,LUZ CORNER,13.03855,80.26765,0
3b51b7482be4784b9910780c939b3125,3b51b7482be4784b9910780c939b3125,LIC,13.06562,80.26762,0
xbhuXgnr,xbhuXgnr,INFOVIEW THORAIPAKKAM,12.94373,80.23753,0
NywKsdyg,NywKsdyg,THORAIPAKKAM KUMARAN KUDIL,12.94007,80.24013,0
xzHqtNNZ,xzHqtNNZ,OKK.THORAIPAKM SEC.COLONY,12.93774,80.24447,0
SgRHkupT,SgRHkupT,OKK.THORAIPAKM SEC.COLONY,12.93748,80.24403,0
BpeSOGyT,BpeSOGyT,THORAIPAKKAM KUMARAN KUDIL,12.94012,80.2401,0
ALSylDBQ,ALSylDBQ,MANDAVELI,13.02638,80.26541,0
POsNTwnJ,POsNTwnJ,GUINDY HALDA,13.01063,80.22288,0
OXcUkifL,OXcUkifL,KANNIGAPURAM,13.00511,80.22042,0
WCllcJIC,WCllcJIC,VELACHERY CHECK POST,12.99757,80.21661,0
359e93744e98bd4ee5a14a123939bd39,359e93744e98bd4ee5a14a123939bd39,GURU NANAK COLLEGE,12.99099,80.21947,0
IfDrXrwx,IfDrXrwx,VELACHERY ERIKARAI,12.98726,80.21833,0
wDKuLbjL,wDKuLbjL,VELACHEARY MURUGAN KALYANA MANDAPAM,12.98389,80.21793,0
poajKJhB,poajKJhB,MAGESHWARI NAGAR,12.97941,80.21884,0
zUgDRwiy,zUgDRwiy,VELACHERY,12.97594,80.22111,0
HcKLTTXk,HcKLTTXk,VELACHERY RAILWAY STATION,12.97109,80.21907,0
UgdUAhSn,UgdUAhSn,KAIVELI,12.96305,80.21585,0
veAXvdUO,veAXvdUO,BALAJI NAGAR MEDAVAKKAM,12.95394,80.21223,0
82824b47afbe91bec384d63ec1a27aea,82824b47afbe91bec384d63ec1a27aea,PALLIKARANAI KAMACHI HOSPITAL,12.94873,80.21015,0
HeidvHXY,HeidvHXY,BALAJI DENTAL COLLEGE,12.94405,80.20833,0
MttNRhjN,MttNRhjN,NARAYANAPURAM,12.93968,80.20557,0
VbMcfGsr,VbMcfGsr,PALLIKARANAI,12.93399,80.20396,0
ljNlRbnZ,ljNlRbnZ,MEDAVAKKAM OIL MILL,12.92944,80.20277,0
shEBYolm,shEBYolm,PALLIKARANAI GOVERNMENT SCHOOL,12.92633,80.19762,0
KSJnwxVm,KSJnwxVm,MEDAVAKKAM ASAN COLLEGE,12.92231,80.19747,0
mdiSFJRM,mdiSFJRM,MEDAVAKKAM COLONY OR PULIAMARAM,12.91916,80.19614,0
e21d364860b0e17c6c6db1aa77602a06,e21d364860b0e17c6c6db1aa77602a06,MEDAVAKKAM JUNCTION,12.91789,80.18896,0
LDSuadxM,LDSuadxM,MEDAVAKKAM KOOT ROAD,12.92044,80.18507,0
SOzmnmNW,SOzmnmNW,MEDAVAKKAM VIJAYA NAGARAM,12.91878,80.17887,0
SgXyhVwd,SgXyhVwd,S.I.V.E.T,12.92077,80.16794,0
llFTEWtD,llFTEWtD,SEMBAKKAM,12.9232,80.16032,0
IulxyPoH,IulxyPoH,KAMARAJAPURAM CAMP ROAD,12.92341,80.15497,0
JpcivbxC,JpcivbxC,RAJAKILPAKKAM,12.92269,80.15176,0
PXPVuGmP,PXPVuGmP,MAHALAKSHMI NAGAR,12.92259,80.14738,0
fQRLOpha,fQRLOpha,CAMP ROAD JUNCTION SELAIYUR,12.92249,80.14367,0
hFISFuCO,hFISFuCO,EAST TAMBARAM CONVENT,12.92275,80.13106,0
TQhrUKrf,TQhrUKrf,POONDI BAZAAR,12.92295,80.12577,0
BxmxkKGC,BxmxkKGC,TAMBARAM EAST,12.92323,80.12062,0
ejMjPdTH_2,ejMjPdTH_2,TAMBARAM WEST BUS STAND - return,12.92761,80.11884,0
slfxTuih,slfxTuih,TAMBARAM EAST B.T,12.92334,80.12049,0
iYTiOTOT,iYTiOTOT,POONDI BAZAAR,12.92306,80.12559,0
pPKqPUVW,pPKqPUVW,EAST TAMBARAM CONVENT,12.92283,80.13078,0
pwpCkicC,pwpCkicC,CAMP ROAD JUNCTION SELAIYUR,12.92257,80.14384,0
LhQSpAzy,LhQSpAzy,MAHALAKSHMI NAGAR,12.92267,80.14727,0
HajxumVd,HajxumVd,KAMARAJAPURAM CAMP ROAD,12.92328,80.15407,0
sZNeRfOC,sZNeRfOC,SEMBAKKAM,12.9234,80.16002,0
ZFFevgPB,ZFFevgPB,S.I.V.E.T,12.92091,80.16784,0
qehlKNkR,qehlKNkR,SANTHOSAPURAM,12.91982,80.17126,0
hApOmpAO,hApOmpAO,MEDAVAKKAM VIJAYA NAGARAM,12.91902,80.17891,0
NnzcSqlk,NnzcSqlk,MEDAVAKKAM KOOT ROAD,12.92028,80.18382,0
mhTYFecR,mhTYFecR,MEDAVAKKAM JUNCTION,12.91722,80.19288,0
New488,New488,MEDAVAKKAM PULIYAMARAM,12.92646,80.19754,0
AKaXSKPc,AKaXSKPc,MEDAVAKKAM OIL MILL,12.92917,80.20253,0
nTEapSQO,nTEapSQO,PALLIKARANAI,12.9341,80.20388,0
inAMLXyk,inAMLXyk,NARAYANAPURAM,12.94001,80.20552,0
DgJlPOry,DgJlPOry,BALAJI DENTAL COLLEGE,12.94425,80.20828,0
388256f0bd5ad0ac5ade547bc745d919,388256f0bd5ad0ac5ade547bc745d919,Dr. KAMAKSHI HOSPITAL,12.95148,80.21102,0
cQQRUhUD,cQQRUhUD,BALAJI NAGAR MEDAVAKKAM,12.9536,80.21196,0
PgJqeYYy,PgJqeYYy,KAIVELI,12.96395,80.21608,0
okaePkJr,okaePkJr,VELACHERY RAILWAY STATION,12.9712,80.21899,0
YhQOzAWJ,YhQOzAWJ,DHANDEESWARAN NAGAR,12.98548,80.2233,0
elmHqfIN,elmHqfIN,VELACHERY GANDHI ROAD,12.98777,80.22308,0
jTofnsvB,jTofnsvB,GURU NANAK COLLEGE,12.99054,80.22034,0
oBYetVBr,oBYetVBr,VELACHERY CHECK POST,12.99747,80.21622,0
New20,New20,GUINDY PADAVETTAMMAN KOVIL,12.99954,80.21443,0
ZYYdVixc,ZYYdVixc,MADUVANKARAI,13.00456,80.21225,0
VfTFpfzB,VfTFpfzB,GUINDY RAILWAY STATION,13.0079,80.21306,0
224,224,KAIVELI,12.549663,80.143925,0
126,126,NARAYANAPURAM,12.549663,80.143925,0
312,312,PULIYAMARAM,12.549663,80.143925,0
225,225,MEDAVAKKAM RD.JN,12.549663,80.143925,0
158,158,S.I.V.E.T,12.549663,80.143925,0
107,107,MAHALAKSHMI NAGAR,12.549663,80.143925,0
38,38,CHRIST KING CONVENT,12.549663,80.143925,0
221,221,TAMBARAM EAST,12.549663,80.143925,0
